Round / Page,Location,English source,Draft Spanish,Register,Constraint,Notes
R97 — Site Index,Link: marketing site,casewhy.com — marketing site,casewhy.com — sitio de mercadeo,usted,External link label; target changed to casewhy.com/es/,
R97 — Site Index,Link: app root,app.casewhy.com — sign in / track a case,app.casewhy.com — iniciar sesión / rastrear un caso,usted,Internal link label; target is /?lang=es so the redirect lands on casewhy.com/es,
R97 — Site Index,Link: Plus,CaseWhy Plus — pricing & features,CaseWhy Plus — precios y funciones,usted,"Internal link label, points to /es/plus",
R97 — Site Index,Section: Get help,Get help,Obtener ayuda,usted,Section heading,
R97 — Site Index,Link: Get Help all categories,Get Help — all categories,Obtener ayuda — todas las categorías,usted,Points to /es/get-help,
R97 — Site Index,Link: Ask CaseWhy,"Ask CaseWhy — free, no sign-in required","Pregúntele a CaseWhy — gratis, sin necesidad de iniciar sesión",usted,"No Spanish version of /get-help/ask exists; tagged (en inglés), target stays English","Label translated even though the destination page itself is English, per the task's own instruction not to silently link to English."
R97 — Site Index,Link: attorneys,Find an immigration attorney,Encuentre un abogado de inmigración,usted,Points to /es/attorneys,
R97 — Site Index,Link: accredited reps,Find a DOJ-accredited representative,Encuentre un representante acreditado por el DOJ,usted,Points to /es/accredited-representatives,
R97 — Site Index,Link: legal aid,Find free & low-cost legal aid,Encuentre asistencia legal gratuita o de bajo costo,usted,Points to /es/legal-aid,
R97 — Site Index,Link: pro bono,Find pro bono immigration-court representation,Encuentre representación pro bono en la corte de inmigración,usted,Points to /es/pro-bono-representation,
R97 — Site Index,Link: DSO,Find your school's international student office,Encuentre la oficina de estudiantes internacionales de su escuela,usted,Points to /es/dso,
R97 — Site Index,Link: community orgs,Find a community or cultural organization,Encuentre una organización comunitaria o cultural,usted,Points to /es/community-orgs,
R97 — Site Index,Section: Reference,Reference,Referencia,usted,Section heading,
R97 — Site Index,Link: processing times,USCIS processing times by form,Tiempos de procesamiento de USCIS por formulario,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: visa bulletin,Visa bulletin — Final Action Dates,Boletín de visas — Fechas de Acción Final,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: policy memos,"USCIS policy memos, explained","Memorandos de política de USCIS, explicados",usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: updates blog,Updates — the CaseWhy blog,Actualizaciones — el blog de CaseWhy,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: news,Immigration news,Noticias de inmigración,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: FAQ,Frequently asked questions,Preguntas frecuentes,usted,Points to the new /es/faq (round 97 item 3),
R97 — Site Index,Section: Legal,Legal,Legal,n/a,"Section heading, unchanged",
R97 — Site Index,Link: Privacy Policy,Privacy Policy,Política de Privacidad,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Link: Terms of Service,Terms of Service,Términos de Servicio,usted,No Spanish version exists; tagged (en inglés),
R97 — Site Index,Tag suffix on English-only links,(en inglés),(en inglés),n/a,"Appended after any link whose destination stays English, per the task's explicit instruction",
R97 — Site Index,Footer line,"Looking for the machine-readable version? See sitemap.xml, which also lists every individual directory listing and policy-memo permalink.","¿Busca la versión legible por máquina? Vea sitemap.xml, que también enumera cada listado de directorio y permalink de memorando de política individual.",usted,Closing line,
R97 — Site Index,"Language switcher label (on /sitemap, pointing to /es/sitemap)",Español,Español,n/a,"Single-word link label, same as round 82's switcher elsewhere",
R97 — Site Index,"Language switcher label (on /es/sitemap, pointing to /sitemap)",English,English,n/a,"Single-word link label, same as round 82's switcher elsewhere",
R98 — AuthHeader (global nav),Signed-in nav: Admin label,Admin,Administración,neutral,"Single-line nav item, rendered only for admin@casewhy.com","New nav entry, admin-only, links to /admin."
R98 — Admin shell (sidebar + breadcrumb),Group: Marketing,Marketing,Marketing,n/a,Sidebar group heading,"Brand/loanword, unchanged."
R98 — Admin shell,Group: Mail,Mail,Correo,n/a,Sidebar group heading,
R98 — Admin shell,Group: Outreach,Outreach,Contacto,n/a,Sidebar group heading,
R98 — Admin shell,Entry: Queue,Queue,Cola de marketing,n/a,Sidebar/breadcrumb label for /admin/marketing,Per the task doc's own specified string.
R98 — Admin shell,Entry: Log,Log,Registro,n/a,Sidebar/breadcrumb label for /admin/marketing/log,
R98 — Admin shell,Entry: Attribution,Attribution,Atribución,n/a,Sidebar/breadcrumb label for /admin/marketing/attribution,
R98 — Admin shell,Entry: Settings,Settings,Configuración,n/a,Sidebar/breadcrumb label for /admin/marketing/settings,
R98 — Admin shell,Entry: Replies,Replies,Respuestas de correo,n/a,Sidebar/breadcrumb label for /admin/inbox,
R98 — Admin shell,Entry: Alias config,Alias config,Configuración de alias,n/a,Sidebar/breadcrumb label for /admin/aliases,
R98 — Admin shell,Entry: Backlink drafts,Backlink drafts,Borradores de enlaces,n/a,Sidebar/breadcrumb label for /admin/backlink-outreach,
R98 — Admin shell,Breadcrumb root: Admin,Admin,Administración,n/a,"Breadcrumb crumb, same as the header nav label",
R98 — Admin shell,Back-to-dashboard link,Back to dashboard,Volver al panel,usted,"Top-of-shell link, above the breadcrumb",
"R101 — AuthHeader (global nav, every page)",Resources menu trigger label,Resources,Recursos,neutral,"Button label + dropdown aria-label, both signed-in and signed-out header",Menu title per the task doc's own instruction.
R101 — AuthHeader Resources menu,Menu item: Processing times,Processing times,Tiempos de procesamiento,neutral,"Short dropdown label; round 79 follow-up had left this nav item deliberately English-only (no destination existed then) — now has a real Spanish label for the first time",Full page label unchanged (USCIS processing times by form / Tiempos de procesamiento de USCIS por formulario); this is the shorter header-menu-only form.
R101 — AuthHeader Resources menu,Menu item: Visa bulletin,Visa bulletin,Boletín de visas,neutral,"Short dropdown label, same round-79-gap reasoning as above",
R101 — AuthHeader Resources menu,Menu item: Immigration news,Immigration news,Noticias de inmigración,neutral,"Short dropdown label, same round-79-gap reasoning as above",Matches the existing PUBLIC_PAGES label/labelEs exactly — no separate menuLabel override needed in code.
R101 — AuthHeader Resources menu,Menu item: Policy memos,"USCIS policy memos, explained",Memorandos de política,neutral,Short dropdown label; full page label unchanged,
R101 — AuthHeader Resources menu,Menu item: Updates,Updates — the CaseWhy blog,Actualizaciones,neutral,Short dropdown label; full page label unchanged,
R101 — AuthHeader Resources menu,Menu item: FAQ,Frequently asked questions,FAQ,neutral,Short dropdown label; full page label unchanged (Preguntas frecuentes) still used on the FAQ page itself and the footer,
R101 — AuthHeader Resources menu,Menu item: Site index,Site index,Índice del sitio,neutral,"Matches the existing PUBLIC_PAGES label/labelEs exactly, listed for completeness",
R101 — Admin shell (sidebar + /admin cards),Group: Billing,Billing,Facturación,n/a,Sidebar group heading,New group; Stripe-hosted screens only — no CaseWhy UI behind these two entries.
R101 — Admin shell,Entry: Coupons & promo codes (Stripe),Coupons & promo codes (Stripe),Cupones y códigos promocionales (Stripe),n/a,"Sidebar/admin-index label, external link to dashboard.stripe.com/coupons (opens new tab)",
R101 — Admin shell,Entry: Subscriptions (Stripe),Subscriptions (Stripe),Suscripciones (Stripe),n/a,"Sidebar/admin-index label, external link to dashboard.stripe.com/subscriptions (opens new tab)",
